route_id,src,dst,sp_dist_m,sp_time_s,sp_emis_g,fp_dist_m,fp_time_s,fp_emis_g,ca_dist_m,ca_time_s,ca_emis_g
134,4474675127,5573418680,719.7133379530922,77.43239879644302,139.59259836649827,775.0926143980412,69.95317322185086,146.7205713319522,719.7133379530922,77.43239879644302,139.59259836649827
135,491866474,421264396,895.9114388289859,89.68618450701526,171.8258434736854,895.9114388289859,89.68618450701526,171.8258434736854,895.9114388289859,89.68618450701526,171.8258434736854
136,4474692928,423744886,1369.9945471063775,157.9541520989596,268.3313862024019,1519.7995247200622,139.02448670568396,287.96235632384196,1370.158197737634,145.8097391264344,265.1008925571185
137,736207640,423744833,1185.197121363016,98.33465186332904,223.17565004833432,1185.4009200309417,78.02213614668639,218.078048523134,1185.4009200309417,78.02213614668639,218.078048523134
138,11015767999,421265112,461.18405683082403,36.19268450115629,85.77447897670878,461.18405683082403,36.19268450115629,85.77447897670878,461.18405683082403,36.19268450115629,85.77447897670878
139,1462139764,3370456520,1005.3656229262995,129.30425399303851,200.19683390932047,1581.1753984557508,124.86338853955921,294.3539086894381,1005.3656229262995,129.30425399303851,200.19683390932047
140,448306395,7488252819,1411.008349044181,188.00419967602124,282.8533064458259,1556.135019725737,144.5498497420747,294.8403300793446,1556.135019725737,144.5498497420747,294.8403300793446
141,1500356596,10289616892,1544.2049083834509,157.2602513425663,296.98012640718485,1705.9538338176847,148.94732391422417,321.42245687890386,1544.2049083834509,157.2602513425663,296.98012640718485
142,11015767999,421264376,692.625284401698,69.52022127136215,132.88723386410481,693.3402748569198,59.37488304032854,130.28388698305133,693.3402748569198,59.37488304032854,130.28388698305133
143,12107761085,423744886,787.9861073838728,91.76606156238476,154.582792807788,937.7910849975577,72.83639616910911,174.21376292922804,788.1497580151292,79.62164858985956,151.35229916250458
144,3389131729,10309256812,1493.0646640062146,172.42318339090863,293.0222253060292,1988.1406635617404,142.56913279588062,367.55216785569587,1513.1580620005598,168.91742811447563,295.3960343213867
